name,size_bytes,currency,price,review_count,rating,content_rating,primary_genre
NeverKnew - Game night is back,39054336,USD,0,25,4,9+,Games
Tank.io war - Free Classic Tank games,24354816,USD,0,3219,4.5,4+,Games
Ketchapp Soccer,63180800,USD,0,339,4,4+,Games
なぞって冒険！きゅるるんくまのパズルリンク,62493696,USD,0,0,0,4+,Games
"求恋爱 专业版-高端恋爱相亲婚恋交友神器,同城寂寞单身男女聊天约会找对象平台",46567424,USD,0.99,0,0,17+,Social Networking
暇つぶしに人気  脳トレ パズルゲーム　- LINK,103812096,USD,0,0,0,4+,Games
Lost Fishy Ultimate Challenge,102046720,USD,0.99,3,4.5,4+,Games
Arcane Online - Fantasy MMORPG,93643776,USD,0,285,4.5,12+,Games
Magic Nightfall,197048320,USD,0,164,4.5,4+,Games
Magic Mansion,44227584,USD,0,255,3,9+,Games
梦幻西游互通版,2057722880,USD,0,25,4.5,4+,Games
Is-it Love ? Ryan (Visual Novel),146797568,USD,0,539,4.5,12+,Games
Dinos Jump - Dinosaur action game for kids,60285952,USD,2.99,0,0,4+,Games
Jurassic GO - Dinosaur Snap Adventures,331335680,USD,3.99,477,5,4+,Games
PlayKids Learn - Learning through play,410715136,USD,0,49,2.5,4+,Education
Cube Skip,125918208,USD,0,298,4.5,4+,Games
Blue Apprentice Elementary Science Game by Galxyz,383986688,USD,0,79,4,4+,Education
High 5 Vegas - Hit Slots Casino,157871104,USD,0,541,4.5,12+,Games
PHAROS Earth,409825280,USD,0,383,4.5,4+,Entertainment
EXORUN,75174912,USD,0,234,4,4+,Games
Amusement Park Tour,94867456,USD,0,506,4.5,4+,Games
Hero Siege: Pocket Edition,282289152,USD,9.99,68,2.5,12+,Games
Music Player - Play Unlimited Songs from YouTube!,12244992,USD,0,53,4,17+,Entertainment
Switchy Sides,61278208,USD,0,109,4.5,4+,Games
SnapType Pro,33778688,USD,4.99,37,4.5,4+,Education
"Princess Face Paint - Girls Makeup, Dressup and Makeover Games",98643968,USD,0,45,4,4+,Games
Mystery of the Ancients: Mud Water Creek (Full),1145312256,USD,6.99,127,4.5,9+,Games
Danse Macabre: Lethal Letters - A Mystery Hidden Object Game (Full),771726336,USD,6.99,57,4.5,9+,Games
金庸群侠传—全自由单机武侠RPG,248950784,USD,0,85,5,9+,Games
Nukleus,29727744,USD,0,210,4.5,4+,Games
My Town : Beauty Spa Saloon,296504320,USD,2.99,56,4,4+,Entertainment
Blitz Survival Games - Multiplayer Pixel Master Mini Games,180251648,USD,0.99,24,3,9+,Games
Babysitter Craziness - Fun Kids Game,95670272,USD,0,169,4,4+,Games
万年历-日历农历黄历天气,109180928,USD,0,0,0,12+,Utilities
All Star Quarterback 17 - Football Lifestyle Sim,110787584,USD,0,521,4.5,12+,Games
Bulb Boy,587630592,USD,2.99,49,4.5,12+,Games
烈焰王座HD - 卡牌与挂机结合的养成放置游戏,68639744,USD,0.99,1,5,12+,Games
Attenborough Story of Life,152133632,USD,0,59,4.5,12+,Entertainment
Tina's Diary - Star Fever,107933696,USD,0,139,4,4+,Games
Rolly Worms,146486272,USD,0,135,3.5,9+,Games
Frantic Ball,196617216,USD,0,1,5,4+,Games
流しそうめんエクストリーム,152903680,USD,0,0,0,4+,Games
トクバイ - チラシアプリ／スーパーの特売情報で節約 -,73978880,USD,0,0,0,4+,Lifestyle
Tank.IO War - Free Tank games of snake,25571328,USD,0,9259,5,4+,Games
WeDJ for iPad,29427712,USD,4.99,10,4,4+,Music
Color Bots,190457856,USD,0,164,4.5,12+,Games
VR Crazy Bike Race: Traffic Racing Free,171485184,USD,0,29,1.5,4+,Games
Dice Crush,180950016,USD,0,7,5,4+,Games
Cubway,360722432,USD,0,58,4.5,4+,Games
Amusement Park Fair Ground Circus Trucker Parking Simulator,357691392,USD,0,81,4,4+,Games
Rogue Ninja,181551104,USD,0,99,5,12+,Games
Nerve - Do You Dare?,173320192,USD,0,219,2,12+,Entertainment
"BeCasso – Watercolor & Oil Paintings, Comic Effect",77242368,USD,1.99,39,4.5,4+,Photo & Video
WoW Legion Companion,286431232,USD,0,1019,3,9+,Entertainment
Escape the Cake Café,33091584,USD,0,7,5,4+,Games
Roller Coaster Simulator - Draw and Simulate!,156507136,USD,0,7,4.5,12+,Games
REVERSI ZERO - free classic game,36559872,USD,0,0,0,4+,Games
Hillarymoji,32003072,USD,0,42,3.5,17+,Entertainment
Archangel Michael Guidance - Doreen Virtue,116185088,USD,3.99,338,4.5,4+,Lifestyle
Robbiemoji by Robbie Williams,10221568,USD,1.99,0,0,12+,Entertainment
口袋全明星,219799552,USD,0,0,0,12+,Games
Are you a psychopath? 怖い心理テスト,38904832,USD,0,0,0,9+,Entertainment
Nanuleu,131196928,USD,2.99,65,4,9+,Games
Z Buster,480581632,USD,0,301,4,9+,Games
勇士与魔龙,199591936,USD,0,0,0,4+,Games
Team GB Live,51559424,USD,0,1,3,4+,Sports
Thomas & Friends: Magical Tracks - Kids Train Set,308592640,USD,0,389,4,4+,Entertainment
Dictator: Emergence,149266432,USD,0,567,4,12+,Games
Peppa Pig: Sports Day,262830080,USD,2.99,42,2.5,4+,Entertainment
Rings.,85477376,USD,0,538,4.5,4+,Games
Space by Tinybop,332977152,USD,2.99,26,4.5,4+,Education
Me by Tinybop,192496640,USD,2.99,36,5,4+,Education
The Counter Of Death,57303040,USD,0,719,4.5,12+,Games
Coin Dozer: Haunted,162514944,USD,0,704,4.5,12+,Games
ねこみっけ - おもしろい人気無料ゲーム,99002368,USD,0,1,5,4+,Games
Super Atomic,22029312,USD,0,2638,4.5,4+,Games
Taxi Sim 2016,281550848,USD,0,3026,4.5,4+,Games
Epic Jackpot Slots: Slot Machines & Bonus Games,181364736,USD,0,2291,5,12+,Games
Mini Synthesizer,49390592,USD,4.99,26,4.5,4+,Music
Mini Synthesizer for iPhone,56054784,USD,2.99,21,3,4+,Music
Colorpede,31710208,USD,0,90,4,4+,Games
Sorcery! 4,464706560,USD,4.99,60,4.5,12+,Games
EA SPORTS™ FIFA 17 Companion,41966592,USD,0,1137,4,4+,Games
トリセツメーカー２　トリセツ診断,16157696,USD,0,0,0,17+,Entertainment
Brick Splits,62238720,USD,0,1077,4.5,4+,Games
爆笑アプリ！人気無料ゲーム kimazui gacha,95218688,USD,0,0,0,12+,Games
Soccer Puzzle for Brain Training -SoccerStrike-,80323584,USD,0,0,0,4+,Games
A Busy Day for Elmo: Sesame Street Video Calls,235222016,USD,0.99,3,2.5,4+,Games
Superkick Party,30906368,USD,1.99,27,4.5,9+,Games
Candy's Vacation - Beach Hotel,96538624,USD,0,105,4.5,4+,Games
【業界初成長マップ搭載！ねこ育成マト当てパズルRPG】たまねこウォーズ,259817472,USD,0,0,0,4+,Games
Highlights™ Shapes - Preschool Learning Puzzles,88216576,USD,0,90,4.5,4+,Education
無料ゲーム HANABI ON LINE 花火（ハナビ）パズル,108262400,USD,0,0,0,4+,Games
Microsoft Pix Camera,131016704,USD,0,678,4,4+,Photo & Video
Content Transf,29114368,USD,0,299,4.5,4+,Productivity
Kerflux,58624000,USD,0,1648,4.5,4+,Games
"Cloud Play Pro - Music Player & Streamer for Dropbox, Google Drive, OneDrive, Box and iPod Library",4485120,USD,0.99,1,3,4+,Music
1-Bit Rogue: A dungeon crawler RPG!,64439296,USD,0,378,4.5,12+,Games
InstaSave for Instagram - Download & Repost your own Videos & Photos for Free,11674624,USD,0,243,4,12+,Photo & Video
Super Powerboy,1115999232,USD,1.99,99,4.5,12+,Games
脱出ゲーム - KINDERGARTEN - 子供にイタズラされたリビングからの 脱出,69039104,USD,0,1,2,4+,Games
The EO Bar,41403392,USD,6.99,247,5,4+,Health & Fitness
Pocket Arcade Story,189608960,USD,4.99,41,3.5,9+,Games
FeedNews: AI curated social news for productivity,37828608,USD,0,73,3,17+,News
懸賞ソリティア-ギフト券/ギフトコードGETでお小遣いが稼げる定番ソリティアクロンダイク,41567232,USD,0,0,0,17+,Games
Dr. Oz,81666048,USD,0,99,2,17+,Health & Fitness
Hop Swap,170190848,USD,0,144,4.5,9+,Games
Forest Rescue 2: Friends United Match 3 Puzzle,88672256,USD,0,1505,5,4+,Games
Motor World: Bike Factory,81243136,USD,0,960,4.5,9+,Games
Atomic Super Lander,222874624,USD,2.99,47,4,9+,Games
Escape from many tutoring school of test.,106914816,USD,0,1,4,4+,Games
Mafia III: Rivals,173031424,USD,0,198,3,17+,Games
Piggy Boom,121419776,USD,0,1918,4.5,4+,Games
如意夺宝,24030208,USD,0,0,0,17+,Shopping
Troll Face Quest Video Games,72438784,USD,0,2118,4.5,12+,Games
The Curio Society: New Order HD (Full) - Adventure,1364120576,USD,6.99,58,4.5,9+,Games
Chat for Pokemon Go - GoChat,18925568,USD,0,500,2,4+,Social Networking
逆战仙魔 大圣萌仙全民跨服千人即时PK,146436096,USD,0.99,0,0,4+,Games
airweave sleep analysis,29999104,USD,0,0,0,12+,Health & Fitness
Arthur's Adventures-Road of Glory:Pocket Edition,140864512,USD,0.99,18,5,9+,Games
Trucker Parking Simulator 2 a Real Monster Truck & Lorry Driving Test,358992896,USD,0,101,4,4+,Games
スーパーストリートファイターIV パチスロエディション,2002585600,USD,14.99,0,0,12+,Games
Flick Soccer 17,83832832,USD,0,217,4,4+,Games
Bangers Unlimited 2,242437120,USD,3.99,0,0,4+,Games
Age of Heroes: Conquest,65469440,USD,0,468,4.5,12+,Games
LOST MAZE,226843648,USD,0,130,3.5,4+,Games
The Higher Lower Game,76716032,USD,0,924,4.5,12+,Games
Mebo,339686400,USD,0,64,3,9+,Entertainment
Addictive Pro,43658240,USD,19.99,12,4.5,4+,Music
Apple Support,110385152,USD,0,388,4,4+,Utilities
WiFox,3180544,USD,1.99,34,3,4+,Travel
Donut Dazzle,65595392,USD,0,2317,5,4+,Games
Pixel Strike-Sniper zombies shooting games,165691392,USD,0,42,4,12+,Games
虫虫大作战-经典休闲蛇蛇,176500736,USD,0,57,4.5,4+,Games
Trump Bounce,68929536,USD,0,105,4,4+,Games
脱出ゲーム 学校の食堂からの脱出,94801920,USD,0,0,0,4+,Games
Leveled!,105438208,USD,0,897,4.5,4+,Games
Geekbench 4,92825600,USD,0.99,87,4,4+,Utilities
New Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,52959232,USD,0,17588,4.5,4+,Reference
SPEED:3D Racing,127711232,USD,0,0,0,4+,Games
MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ,117473280,USD,0,0,0,4+,Navigation
PPTAN,165874688,USD,0.99,8,5,4+,Games
ハニーズアプリ,4732928,USD,0,0,0,4+,Shopping
F1 2016,2532376576,USD,4.99,343,4,4+,Games
francetv JO – Regarder les Jeux Olympiques de Rio 2016,52232192,USD,0,0,0,4+,Sports
抢火车票 for 12306火车票官网,46416896,USD,0,0,0,4+,Travel
SKK アクション ブロック崩し,98817024,USD,0,0,0,17+,Games
もこうもこもこ,105058304,USD,0,0,0,9+,Games
FoodSpect - Restaurant Inspections,11452416,USD,0.99,17,4,4+,Food & Drink
Kahoot! Play Fun Learning Games,19548160,USD,0,300,3.5,4+,Education
Dead Shell: Roguelike RPG,92187648,USD,2.99,29,3.5,12+,Games
シュッと描いてポンッ!（シュポン）物理パズル脳トレ,37910528,USD,0,0,0,4+,Games
Montessori Nature,199166976,USD,2.99,1,5,4+,Games
Uber Driver,162263040,USD,0,3289,3,4+,Business
Drop Out!,48784384,USD,0,125,4,4+,Games
Paperback: The Game,55676928,USD,3.99,80,4,4+,Games
Circuroid,103378944,USD,0,342,4.5,4+,Games
Open House London 2016,7297024,USD,3.99,1,2,4+,Travel
LUMINES PUZZLE & MUSIC,114325504,USD,2.99,263,4.5,4+,Games
Never Hillary Clinton,58260480,USD,0.99,207,5,9+,Games
Automatic Call Recorder™ Pro Calls Made with app,16818176,USD,4.99,123,3.5,4+,Productivity
脳トレ爽快パズル 激ムズ！和のひとふで書き Line,36271104,USD,0,0,0,4+,Games
"Baby Boss - Care, Dress Up and Play",266678272,USD,0,616,4.5,4+,Games
"Wedding Planner - Dress Up, Makeup & Cake Design",266102784,USD,0,346,4,4+,Games
Sago Mini Babies Dress Up,57439232,USD,0,115,4,4+,Education
Sago Mini Planes,106796032,USD,2.99,21,4.5,4+,Education
DRAGONS MODS FREE for Minecraft PC Game Edition,86984704,USD,0,2027,4,4+,Catalogs
MyFantasyLeague Manager 2016 by RotoWire,23758848,USD,2.99,15,3,17+,Sports
Bridge,100835328,USD,0,128,4,4+,Games
Slots: Fast Fortune Slot Machines & Fun Slot Games,168288256,USD,0,1474,5,12+,Games
Wi-Fiミレル,30086144,USD,0,0,0,4+,Utilities
超特訓！トミックゲーム！！,248943616,USD,0,0,0,4+,Games
SAMURAI SCHEMA -幕末維新戦記- サムライスキーマ 本格派育成放置ゲーム,177617920,USD,0,0,0,12+,Games
Funny Face Pro - 2000+ Stickers Pics Photos Editor,306835456,USD,1.99,62,3.5,4+,Photo & Video
Face Up - The Selfie Game,52106240,USD,0,21,4,4+,Games
Samurai of Hyuga Book 2,73325568,USD,5.99,74,4.5,12+,Games
The Complete Fairytale Play Theater,464015360,USD,4.99,13,5,4+,Education
Legacy of Discord - Furious Wings,154840064,USD,0,4618,4.5,12+,Games
Linia,87257088,USD,1.99,271,4,4+,Games
Eric Carle’s Brown Bear Animal Parade,95812608,USD,1.99,15,2.5,4+,Education
Artie's Magic Pencil,295772160,USD,2.99,139,3.5,4+,Education
MUTANT CREATURES MODS for Minecraft PC - Best Pocket Wiki Edition & Installation Tools,86775808,USD,0,452,4,4+,Entertainment
LUCKY BLOCK MOD ™ for Minecraft PC Edition - The Best Pocket Wiki & Mods Installer Tools,86874112,USD,0,4693,4,12+,Reference
Pigu,121892864,USD,0,94,4.5,4+,Games
News Break - Local & World Breaking News & Radio,57117696,USD,0,173,4,12+,News
Light+ AnalogCam,47337472,USD,0.99,0,0,4+,Photo & Video
Helper for Pokemon Go,8382464,USD,0,42,1.5,4+,Utilities
Beach Volleyball 2016,372767744,USD,0.99,6,2.5,4+,Games
ISLANDS: Non-Places,259855360,USD,2.99,43,3.5,4+,Games
Flowing ~ Meditation & Mindfulness,99457024,USD,1.99,795,4.5,4+,Health & Fitness
Pixel Color Ball Fell From The Sky,33778688,USD,0,6493,5,4+,Entertainment
Just Rolling,147982336,USD,0,776,4.5,4+,Games
"Free Gameplay Video, Walkthroughs, News for Pokémon GO",12994560,USD,0,0,0,17+,Games
式姫４コマ 其之四,54715392,USD,0.99,0,0,9+,Book
Warlords - Turn Based Strategy,275863552,USD,0,287,4.5,12+,Games
The Secret Order: The Buried Kingdom HD (Full),1258856448,USD,6.99,63,4.5,9+,Games
Welcome to Virtual Reality,347128832,USD,0,6,4,4+,Entertainment
Ocean Clash: A naval game with honor and loyalty,124729344,USD,0,36,4.5,9+,Games
Fiete Sports,208609280,USD,0,86,3,4+,Games
Guides for Pokémon GO - Pokemon GO News and Cheats,27029504,USD,0,826,4.5,17+,Reference
Horror Maps for Minecraft PE - Download The Scariest Maps for Minecraft Pocket Edition (MCPE) Free,89927680,USD,0,718,4,12+,Reference
Gemini - A Journey of Two Stars,581873664,USD,0.99,91,4.5,4+,Games
Loop & Dot,33594368,USD,0.99,39,4.5,4+,Games
Wave,111087616,USD,0,474,4.5,4+,Games
Fake GPS Location Spoofer,15209472,USD,2.99,96,1.5,4+,Entertainment
Carbon Warfare,324570112,USD,2.99,68,4.5,4+,Games
Ducky Fuzz - Chain Reaction,79226880,USD,0,88,3.5,4+,Games
All Limpy Run!,118339584,USD,0,86,3,4+,Games
脱出ゲーム 気まぐれカフェの謎解きタイム,146377728,USD,0,0,0,12+,Games
Buildy Blocks,79694848,USD,0,30,4.5,4+,Games
GoSnaps - Share Screenshots for Pokémon GO,6919168,USD,0,12,4,12+,Photo & Video
PhET Simulations,34964480,USD,0.99,24,3.5,4+,Education
Pixel Disc Golf 2,63809536,USD,0,83,3,4+,Games
PhelpsMoji by Michael Phelps,35904512,USD,0.99,98,4.5,4+,Entertainment
Love Bank -お金ゲーム/恋愛ゲーム/美少女ゲーム/育成ゲーム/タップゲーム/賭けゲーム,70739968,USD,0,0,0,4+,Games
Love Bank-お金ゲーム/恋愛ゲーム/イケメンゲーム/育成ゲーム/タップゲーム/賭けゲーム,68495360,USD,0,0,0,4+,Games
Color 6,85723136,USD,0,951,3.5,4+,Games
Cake Break,140116992,USD,0,852,4.5,4+,Games
Donald's Empire,295349248,USD,0,2288,4.5,4+,Games
Echoes of the Past: Wolf Healer HD (Full),909051904,USD,6.99,43,4,9+,Games
Vehicles & Weapons Mods for Minecraft PC Edition - Best Pocket Wiki & Tools for MCPC,105310208,USD,0,1828,4,12+,Entertainment
Isoland,411290624,USD,0.99,99,4.5,4+,Games
Mystery of Fortune 2,114503680,USD,0.99,19,5,12+,Games
"Cheats For Pokemon Go - Gameplay, PokeCoins Guide, Catch Videos",13390848,USD,0,6205,4.5,12+,Entertainment
NOT ALONE - Story of a bird,121761792,USD,2.99,1,3,4+,Games
Phoenix II,104267776,USD,0,1321,4.5,4+,Games
myFitnessSync for Fitbit - Fitbit to Apple Health,5574656,USD,4.99,264,4.5,4+,Health & Fitness
Crooked Path,107682816,USD,0,14,3,4+,Games
Burrito Bison: Launcha Libre,468171776,USD,0,7740,5,9+,Games
Batman - The Telltale Series,1061347328,USD,4.99,953,3.5,17+,Games
PokeMaps for Pokemon GO (Original),8155136,USD,2.99,102,1.5,4+,Entertainment
Panic Drop,71521280,USD,0,99,4,9+,Games
PokéCatcher - Cheat for Pokémon GO,11693056,USD,0.99,1,1,4+,Utilities
Pokelog for PokemonGO,42014720,USD,0,0,0,9+,Games
Drive Ahead! Sports,218459136,USD,0,1345,4,9+,Games
Driving Evolution Parking Sim Real Car Driver Test,252726272,USD,0,76,4.5,4+,Games
Sky Viper Flight Simulator,474814464,USD,0,38,4,4+,Entertainment
Pozzle Blocks,100804608,USD,0,33,4,4+,Games
Water Bottle Flip Challenge : 2k16,74104832,USD,0,43,3.5,4+,Games
Wild City Rush - Urban Jungle Adventure,179205120,USD,0,19,4.5,9+,Games
Suрer Toss The Turtle,564712448,USD,0,1339,5,12+,Games
Journey Below,61067264,USD,2.99,28,4,12+,Games
Off the Record: The Final Interview (Full),782278656,USD,6.99,35,3.5,9+,Games
City Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),90124288,USD,0,8535,4,4+,Reference
Lily - Playful Music Creation,75583488,USD,1.99,202,4,4+,Music
SplitMoji,86930432,USD,0.99,537,5,12+,Utilities
Archangel Raphael Guidance - Doreen Virtue,113281024,USD,4.99,82,4.5,4+,Lifestyle
Bottle Flip 2k16,38429696,USD,0,14263,4,4+,Games
OVO Store,6189056,USD,0,95,4.5,4+,Shopping
Fakey - Fake GPS Location Spoof,12260352,USD,0,78,3.5,4+,Entertainment
Particular,260301824,USD,0,0,0,4+,Games
Fax from iPhone - send fax app,54827008,USD,3.99,1039,4,4+,Business
The Orchard by HABA - colors & shapes for children,164418560,USD,1.99,2,2,4+,Games
Amaranthine Voyage: The Orb of Purity (Full),817638400,USD,6.99,48,3.5,9+,Games
Dominocity,270085120,USD,0,55,3.5,4+,Games
Escape Game: Traps,107992064,USD,0,29,5,9+,Games
【はらぺこパズル】ごはんに恋をした,80132096,USD,0,8,4.5,4+,Games
Soda Coin Party: Free Casino Pusher,258095104,USD,0,159,4.5,12+,Games
DIRECTV NOW,72806400,USD,0,2054,2,12+,Entertainment
Nitro Heads,345926656,USD,0,30,4,4+,Games
PokeWhere - Live Radar Map for Pokemon GO,13818880,USD,0,1254,3.5,4+,Games
Paddle Panic,12455936,USD,0,122,4,4+,Games
ポケ電バッテリー for ポケモンGO,12472320,USD,0,0,0,4+,Entertainment
YouCam Fun - Live Selfie Video Filters,108771328,USD,0,2522,4.5,4+,Photo & Video
Circle Boom2 - Wheel Puzzle Game,14546944,USD,0,19,2,4+,Games
Dungeon Warfare,202242048,USD,3.99,264,5,12+,Games
Party Hard Go,636487680,USD,6.99,59,4.5,12+,Games
Sweet Princess Beauty Salon,112036864,USD,0,54,4.5,4+,Games
Confetti - Geofilter Design Maker for Snapchat,81762304,USD,0,120,3,4+,Photo & Video
Ultimate Savanna Simulator,138456064,USD,0.99,344,4.5,9+,Games
南国物語,418452480,USD,5.99,0,0,12+,Games
Apollo Justice Ace Attorney,2424459264,USD,0.99,95,3.5,4+,Games
VR Ball for Google Cardboard Virtual Reality,89332736,USD,0,46,4,4+,Games
FreeFlight Mini,138648576,USD,0,50,3.5,4+,Entertainment
CHiP - Your New Best Friend,82624512,USD,0,172,4.5,4+,Entertainment
クリアしてみろよ？ 神ゲー アクション ゲーム,352789504,USD,0,0,0,12+,Games
Tank Battle: 1945,253285376,USD,1.99,36,3.5,12+,Games
Neon Horizon,111053824,USD,0,31,4,4+,Games
KDMOJI,47009792,USD,1.99,42,3.5,17+,Entertainment
Gweep Gwop,566353920,USD,0,32,5,4+,Games
GO Gear - Live Maps for Pokémon GO,58569728,USD,3.99,1645,1.5,4+,Utilities
Flip That Bottle,105654272,USD,0,599,3.5,4+,Games
Simoji by Simone Biles,37677056,USD,0.99,22,4.5,4+,Sports
Poke Map Realtime Locator & Radar for Pokémon Go,62693376,USD,0,243,3.5,4+,Utilities
Escape from the beach house of everlasting summer.,97858560,USD,0,3,4.5,4+,Games
電車パズル ツメツメ - 通勤時間にピッタリ! 脳トレパズル,48162816,USD,0,0,0,4+,Games
Cannon Flight,547368960,USD,0.99,0,0,4+,Games
CR7Selfie,86294528,USD,1.99,12,5,4+,Photo & Video
Six!,112238592,USD,0,14505,4.5,4+,Games
GUNS MODS for Minecraft PC Edition - Mods Tools,85424128,USD,0,1497,4,12+,Reference
Ellen's Emoji Exploji,42780672,USD,1.99,127,2.5,4+,Entertainment
Swoopy Space,191881216,USD,0,142,4,4+,Games
ブラックバイトはじめました。２　～居酒屋編～,47372288,USD,0,1,5,4+,Games
Artisto – Video and Photo Editor with Art Filters,55673856,USD,0,12963,5,4+,Photo & Video
Rolling Snake.io - Worm IO Multiplayer Online Slither War Game - Free Agar Skins Version,25849856,USD,0,3392,4.5,4+,Games
VR Haunted House 3D,161975296,USD,0,21,3.5,17+,Games
Maze Walk VR - Virtual Reality Game Puzzle Apps,268432384,USD,0,227,3.5,4+,Games
Skylanders™ Creator,794261504,USD,0,475,4,9+,Games
Gridiron 2016 College Football Scores & Schedules,9001984,USD,1.99,15,4.5,4+,Sports
極寒スライダー,86067200,USD,0,0,0,4+,Games
Evolution Calculator - CP & XP - for Pokemon GO!,19608576,USD,0,9269,5,4+,Utilities
Mr. Robot:1.51exfiltrati0n.ipa,66592768,USD,2.99,459,3.5,17+,Games
Offline IV Calc for Pokemon GO,47483904,USD,0,82,3.5,9+,Games
Wire de Coins 2,59320320,USD,0,2,4.5,4+,Games
PokeExplorer - Realtime Map for Pokemon GO,46682112,USD,0,672,4,4+,Entertainment
Dustoff Heli Rescue 2,424078336,USD,0,754,4.5,12+,Games
Emergency Surgery Simulator - Doctor Game FOR FREE,72299520,USD,0,10,3,12+,Games
Nature Cat's Great Outdoors,291833856,USD,0,31,4,4+,Education
Premier League - Official App,74441728,USD,0,791,3.5,12+,Sports
PIXUSかんたん年賀状,34751488,USD,0,0,0,4+,Lifestyle
BLEACH 公式連載アプリ〜BLEACHの漫画が毎週１巻読めるアプリ〜,36003840,USD,0,0,0,4+,Book
謎解き[緋色探偵社と100の推理]メッセージアプリ風ノベルゲーム,26896384,USD,0,0,0,9+,Book
Bounce Balls - Strike Game,52915200,USD,0,2,1,4+,Games
【謎解き推理】意味が分かると怖い話-この怖い話を謎解き、怪談を読み解けるか…,35741696,USD,0,0,0,12+,Book
Lifeline: Halfway to Infinity,53539840,USD,2.99,194,4.5,4+,Games
She Works HIS Way,38077440,USD,2.99,24,5,4+,Lifestyle
Drakomon GO - 3D Monster Battle Game,310630400,USD,1.99,50,4.5,9+,Games
My NBA 2K17,484489216,USD,0,1784,3,4+,Games
プログレッシブ ロシア語辞典,141969408,USD,23.99,0,0,4+,Reference
[GP]SLOT魔法少女まどかマギカ(パチスロゲーム),2808324096,USD,0,0,0,12+,Games
Super Adventures World HD,86316032,USD,0,15,4,4+,Games
Offroad 4x4 Truck Trials Parking Simulator 2 a Real Stunt Car Driving Racing Sim,294790144,USD,0,121,4,4+,Games
Moonvale 2: Puzzle Adventure,99665920,USD,0,64,4,4+,Games
脱出ゲーム　Cottage,151880704,USD,0,1,5,4+,Games
VeeR VR - Virtual Reality,130640896,USD,0,241,4,12+,Entertainment
[GP]ハナハナホウオウ-30(パチスロゲーム),62540800,USD,0,0,0,12+,Games
Gymnastics Girl Jump American Athlete sports PRO,38723584,USD,2.99,5,3,4+,Games
LOOKS - Real Makeup Camera,73741312,USD,0,25,3.5,4+,Photo & Video
シカクイズ -暇つぶしマンガアニメ映画クイズ-暇つぶしに最適,38784000,USD,0,0,0,4+,Games
意味が分かると怖い話-この意味怖を謎解きできるか…【謎解き意味怖】,46019584,USD,0,0,0,12+,Book
Solitaire ▪,97139712,USD,0,258,4.5,4+,Games
MANSION MAPS for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),92536832,USD,0,2720,4,4+,Entertainment
Hidden my game by mom - escape room,36419584,USD,0,311,5,9+,Games
⋆Solitaire⋆,44193792,USD,0,2059,5,4+,Games
Hell Run - Scary Road,15490048,USD,0,39,2.5,4+,Games
Lock The Block,199593984,USD,0,49,3,4+,Games
The Manga Works,185210880,USD,4.99,19,4.5,4+,Games
Shot Tracer,302747648,USD,6.99,98,2,4+,Sports
Infinity Duels,68217856,USD,0.99,0,0,12+,Games
Super Cat Tales,64337920,USD,0,7423,5,4+,Games
Mini Games Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),93831168,USD,0,943,4,4+,Entertainment
Colt Express,762607616,USD,2.99,36,4,9+,Games
*Solitaire*,124961792,USD,0,460,4.5,4+,Games
Ketchapp Summer Sports,64692224,USD,0,3731,4.5,4+,Games
VR Tube - Virtual Reality 360 Video Player,11880448,USD,0,4142,4,17+,Photo & Video
Tiny Memories - Photo Editor for Baby Pics,42786816,USD,4.99,171,4.5,4+,Photo & Video
Baby Skins and Aphmau Skins and Boy Skins and Girl Skins For Minecraft PE,19434496,USD,0,610,4.5,4+,Lifestyle
Dark Parables: Goldilocks and Fallen Star (Full),1178562560,USD,6.99,127,4.5,9+,Games
Hillarymon Go,78057472,USD,0,209,3,4+,Games
ClickTogether,75487232,USD,0.99,74,4,4+,Entertainment
Flappy Golf 2,131863552,USD,0,1089,4,4+,Games
Gravity Trump,32374784,USD,0,647,4,4+,Games
Wire Bounce,96992256,USD,0,279,4.5,4+,Games
戦国乙女2～深淵に輝く気高き将星～,3968637952,USD,7.99,0,0,12+,Games
Yogemoji - The Yoga Emoji Keyboard,69150720,USD,0.99,19,3,4+,Health & Fitness
Higher Higher!,22544384,USD,0,2241,4.5,4+,Games
"Tinkerblocks – code, create, play",185029632,USD,1.99,1,1,4+,Education
Duel Master - Best Duelist,228511744,USD,0,871,4.5,9+,Games
Trail Jump,15518720,USD,0,1,4,4+,Games
Mushroom Wars 2,1309380608,USD,0,871,3,4+,Games
PokéFind - IV & CP Calculator and Map for Poké GO,139862016,USD,0,591,4,4+,Utilities
HauntedPic,89677824,USD,0.99,5,5,9+,Entertainment
Whataburger,133352448,USD,0,197,3,4+,Food & Drink
Escape from the living room during the Obon holiday.,101866496,USD,0,3,4,4+,Games
Tricky Test 2™: Genius Brain?,134669312,USD,0,45578,5,4+,Games
まるみえ！性教育ふしぎ発見-クイズで学ぶ保健体育,41731072,USD,0,0,0,17+,Education
頭の回転をはやくする！脳トレ！Blackhole,53537792,USD,0,0,0,4+,Games
